         0 0.0833333  0.166667      0.25  0.333333  0.416667       0.5  0.583333  0.666667      0.75  0.833333  0.916667         1
         0         0         0         0         1         0         0         0         0         0         0         0         0
         0         0         0    0.4608    0.0784    0.4608         0         0         0         0         0         0         0
         0         0   0.21234  0.072253   0.43082  0.072253   0.21234         0         0         0         0         0         0
         0  0.097845  0.049942   0.30203   0.10037   0.30203  0.049942  0.097845         0         0         0         0         0
         0  0.030684   0.18818  0.092941   0.28622  0.092941   0.18818  0.030684  0.045087         0         0         0         0
         0  0.089118  0.071719   0.22589   0.10809   0.22589  0.071719   0.10989  0.017674  0.020776         0         0         0
         0  0.040035   0.15078   0.10057   0.21665   0.10057   0.16035  0.049808  0.061598  0.009773 0.0095736         0         0
         0  0.072617  0.076611    0.1772   0.10967   0.18161  0.081865   0.10618  0.032284  0.033562  0.005254 0.0044115         0
         0  0.040995   0.12112   0.09973   0.17394    0.1025   0.13903  0.060924  0.066924  0.019929   0.01791 0.0027669         0
         0  0.059027  0.074342   0.14378   0.10682   0.15225  0.086205  0.099681  0.042504  0.040654  0.011862   0.00847         0
         0  0.038885  0.099282  0.094753   0.14479   0.10088   0.12285  0.067124  0.067999  0.028239  0.023566 0.0061302         0
         0  0.048798  0.069364    0.1199    0.1015   0.13124  0.087049  0.093205  0.049274  0.044407  0.017685   0.01134         0
         0  0.035789  0.083172  0.088134   0.12368  0.097173   0.11025  0.070125  0.067275  0.034337  0.027075 0.0090384         0
         0  0.041131  0.063624   0.10223  0.095086   0.11541  0.085734    0.0873   0.05341  0.046168   0.02211  0.013185         0
         0  0.032543  0.071048  0.081148   0.10774   0.09237   0.10013  0.070962  0.065689  0.038419  0.029083  0.011222         0
         0   0.03529  0.057959  0.088748  0.088404   0.10303  0.083114  0.081973  0.055553  0.046683  0.025155  0.014281         0
         0  0.029474  0.061701  0.074402  0.095302  0.087113  0.091766  0.070324   0.06364   0.04085  0.030065  0.012711         0
         0  0.030743  0.052704   0.07818  0.081898   0.09303  0.079742  0.077124  0.056219  0.046382  0.027038   0.01485         0
         0  0.026696  0.054324  0.068154  0.085315  0.081777  0.084659  0.068697  0.061319  0.042001  0.030336  0.013623         0
         0  0.027125  0.047966  0.069689  0.075777  0.084735  0.075976  0.072653  0.055817  0.045527   0.02801  0.015047         0
         0  0.024229  0.048372  0.062484  0.077099  0.076571  0.078481  0.066426  0.058833  0.042197  0.030109  0.014087         0
         0   0.02419   0.04375  0.062716  0.070121  0.077695  0.072046  0.068482  0.054666  0.044293  0.028296  0.014978         0
         0  0.022056  0.043476  0.057389  0.070199  0.071602  0.073007  0.063758  0.056253  0.041701  0.029531  0.014213         0
         0  0.021763  0.040017  0.056881  0.064942  0.071603  0.068097  0.064561  0.053006  0.042798  0.028081  0.014722         0
         0  0.020146  0.039376  0.052825  0.064297  0.066918  0.068083  0.060866  0.053627   0.04072  0.028707  0.014094         0
         0  0.019724  0.036712  0.051914  0.060218  0.066247  0.064221  0.060856  0.051015  0.041132  0.027509  0.014333         0
         0  0.018463  0.035889  0.048736   0.05917  0.062535  0.063604  0.057872  0.050996  0.039409  0.027715    0.0138         0
         0  0.017985  0.033779  0.047624  0.055913  0.061477   0.06047  0.057345  0.048825  0.039359  0.026691  0.013853         0
         0  0.016975  0.032881  0.045064  0.054657  0.058449  0.059494  0.054859  0.048389  0.037884  0.026613  0.013385         0
         0  0.016482  0.031165  0.043871  0.051984  0.057183  0.056877  0.054013  0.046529  0.037531  0.025711  0.013313         0
         0  0.015653  0.030254  0.041755  0.050641  0.054646  0.055698  0.051884  0.045832  0.036231  0.025444  0.012891         0
         0  0.015168  0.028825   0.04055  0.048392  0.053285  0.053456  0.050853  0.044197  0.035684   0.02463  0.012735         0
         0  0.014472  0.027935  0.038761  0.047033  0.051109  0.052178  0.048985  0.043341  0.034513  0.024243  0.012348         0
         0  0.014007   0.02672  0.037584  0.045099  0.049723  0.050214  0.047856  0.041874  0.033849  0.023494  0.012139         0
         0  0.013411  0.025868  0.036041  0.043767  0.047819  0.048901  0.046186  0.040932  0.032775  0.023033  0.011778         0
         0  0.012971  0.024815  0.034913  0.042074  0.046451  0.047151  0.045016  0.039595  0.032045  0.022336  0.011537         0
         0  0.012452  0.024011   0.03356  0.040791  0.044757  0.045845  0.043502  0.038614   0.03105  0.021834  0.011197         0
         0   0.01204  0.023085  0.032492  0.039286  0.043431  0.044264  0.042329  0.037381  0.030289  0.021179  0.010939         0
         0  0.011581   0.02233  0.031288  0.038065  0.041905  0.042988   0.04094  0.036393  0.029359  0.020658  0.010617         0
         0  0.011198  0.021505  0.030283  0.036711  0.040635  0.041545  0.039789  0.035247  0.028591  0.020041  0.010352         0
         0  0.010787    0.0208    0.0292  0.035557  0.039246  0.040316  0.038505  0.034273  0.027718  0.019516  0.010046         0
         0  0.010431  0.020057  0.028259  0.034328  0.038039  0.038989  0.037389  0.033203  0.026959  0.018932 0.0097805         0
         0   0.01006  0.019401  0.027276  0.033242  0.036767  0.037814  0.036197  0.032255  0.026137  0.018414 0.0094906         0
         0 0.0097285  0.018725  0.026396  0.032117  0.035625  0.036586  0.035126  0.031252  0.025397  0.017861 0.0092291         0
         0 0.0093914  0.018114  0.025498  0.031097  0.034452   0.03547  0.034014  0.030339  0.024623  0.017356 0.0089539         0
         0 0.0090833  0.017497  0.024676  0.030063  0.033375   0.03433  0.032992  0.029398  0.023908  0.016833 0.0086997         0
         0 0.0087748  0.016928   0.02385  0.029107  0.032289  0.033273  0.031952  0.028524  0.023178  0.016345 0.0084386         0
         0 0.0084883  0.016361  0.023083  0.028151  0.031276  0.032211  0.030981   0.02764  0.022493   0.01585 0.0081936         0
         0 0.0082045  0.015831  0.022321  0.027256  0.030267  0.031214  0.030008  0.026808  0.021804  0.015383 0.0079462         0
         0  0.007938  0.015307  0.021604  0.026369  0.029316  0.030222  0.029089  0.025977  0.021151  0.014915 0.0077115         0
         0 0.0076758  0.014813  0.020898  0.025531  0.028375  0.029282  0.028177  0.025187  0.020501  0.014469 0.0074774         0
         0 0.0074276  0.014328  0.020229  0.024707  0.027483  0.028355  0.027309  0.024406  0.019881  0.014027 0.0072536         0
         0 0.0071848  0.013867  0.019573  0.023923  0.026606  0.027471  0.026453  0.023658  0.019268  0.013603 0.0070323         0
         0 0.0069534  0.013417  0.018948  0.023155  0.025768  0.026603  0.025634  0.022923  0.018681  0.013186 0.0068198         0
         0 0.0067279  0.012987  0.018338  0.022421  0.024949  0.025772  0.024831  0.022218  0.018104  0.012784 0.0066107         0
         0  0.006512  0.012569  0.017754  0.021704  0.024163  0.024959   0.02406  0.021526  0.017548  0.012391 0.0064094         0
         0 0.0063021  0.012167  0.017185  0.021017  0.023397  0.024178  0.023307  0.020861  0.017005  0.012011 0.0062121         0
         0 0.0061006  0.011777  0.016638  0.020348   0.02266  0.023417  0.022581  0.020211  0.016481   0.01164 0.0060217         0
         0  0.005905  0.011401  0.016107  0.019704  0.021943  0.022683  0.021874  0.019584  0.015969  0.011282 0.0058358         0
